location,region,map_region,map_area,rule,old_topography,new_topography,old_vegetation,new_vegetation,climate,raw_material,source,confidence,note
mallersdorf,Germania,south_german_region,bavaria_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
manacor,Rome,iberia_region,balearics_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
mansilla,Rome,iberia_region,leon_area,iberian_atlantic_mosaic,plateau,plateau,sparse,woods,oceanic,fur,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
marienstern,Germania,north_german_region,upper_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
marseille,Rome,france_region,provence_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
mataram,Southeast Asia,indonesia_region,java_area,asian_rice_lowland,flatland,wetlands,woods,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
mateur,Rome,maghreb_region,tunis_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,sugar,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
matilla_de_canos,Rome,iberia_region,leon_area,iberian_atlantic_mosaic,plateau,plateau,sparse,woods,oceanic,livestock,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
mazouna,Africa,maghreb_region,algiers_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,fruit,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
medak,India,deccan_region,telingana_area,asian_rice_lowland,flatland,wetlands,woods,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
medinaceli,Rome,iberia_region,castile_area,iberian_wood_pasture_mosaic,hills,hills,sparse,woods,oceanic,wild_game,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
medrissa,Africa,maghreb_region,,african_aridity_gradient,plateau,plateau,grasslands,sparse,cold_arid,wool,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
megara,Rome,balkan_region,northern_greece_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
meinersen,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
meisenheim,Germania,north_german_region,rhineland_area,germania_dense_woodland,hills,hills,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
meissen,Germania,north_german_region,upper_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
meknes,Africa,maghreb_region,morocco_area,mediterranean_cultivation,plateau,plateau,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
mellrichstadt,Germania,south_german_region,franconia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
memmingen,Germania,south_german_region,swabia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,stone,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
mengjin,China,north_china_region,henan_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,continental,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
mengxian,China,north_china_region,hebei_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,cold_arid,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
meraker,Germania,scandinavian_region,nord_norge_area,germania_dense_woodland,hills,hills,woods,forest,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
mergentheim,Germania,south_german_region,franconia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
meschede,Germania,north_german_region,westphalia_area,germania_upland_forest,hills,hills,woods,forest,continental,lumber,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
mila,Rome,maghreb_region,tunis_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
milas,Rome,anatolia_region,west_anatolia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
minden,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,beeswax,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
miranda_de_ebro,Rome,iberia_region,castile_area,iberian_wood_pasture_mosaic,hills,hills,grasslands,woods,oceanic,livestock,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
miranda_de_i_douro,Rome,iberia_region,north_portugal_area,iberian_atlantic_mosaic,plateau,plateau,grasslands,woods,oceanic,wool,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
mlada_boleslav,Germania,south_german_region,bohemia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
mohe,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,plateau,plateau,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
moncorvo,Rome,iberia_region,north_portugal_area,iberian_atlantic_mosaic,hills,hills,grasslands,woods,oceanic,iron,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
monesterio,Rome,iberia_region,extremadura_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
monteleone,Rome,italy_region,basilicata_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
montemor,Rome,iberia_region,south_portugal_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
monterrey,Rome,iberia_region,galicia_area,iberian_atlantic_mosaic,hills,hills,grasslands,woods,oceanic,tin,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
monzon_campos,Rome,iberia_region,castile_area,iberian_wood_pasture_mosaic,plateau,plateau,grasslands,woods,oceanic,wool,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
mornei,Africa,nubia_region,darfur_area,african_aridity_gradient,hills,hills,grasslands,sparse,arid,livestock,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
moyarta,Ireland,ireland_region,munster_area,atlantic_wetland,wetlands,wetlands,sparse,woods,oceanic,fish,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Existing wetland receives a wooded Atlantic-margin presentation.
muang_khemarat,Southeast Asia,indochina_region,khorat_plateau_area,asian_rice_lowland,flatland,wetlands,woods,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
murwara,India,central_india_region,gondwana_area,asian_rice_lowland,flatland,wetlands,woods,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
naama,Africa,maghreb_region,,african_aridity_gradient,hills,hills,grasslands,sparse,cold_arid,livestock,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
naas,Ireland,ireland_region,leinster_area,atlantic_woodland,flatland,flatland,farmland,woods,oceanic,beeswax,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Forest-product field restored to Atlantic woodland without claiming closed-canopy coverage.
nachod,Germania,south_german_region,bohemia_area,germania_upland_forest,hills,hills,woods,forest,continental,medicaments,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
nafplio,Rome,balkan_region,morea_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
nagold,Germania,south_german_region,upper_rhine_area,germania_dense_woodland,hills,hills,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
namalata,Africa,maghreb_region,morocco_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,millet,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
nanbu,China,west_china_region,chuanxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
nasiriyah,Iran,crescent_region,iraq_arabi_area,mesopotamian_marsh,wetlands,wetlands,sparse,farmland,arid,millet,P12.3;BHR;SCHU-CHA,contested,Lower Tigris-Euphrates wetland proxy; exact installed field extent is approximate.
nawa,Levant,crescent_region,levant_area,mediterranean_cultivation,plateau,plateau,grasslands,farmland,mediterranean,millet,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
nedroma,Africa,maghreb_region,algiers_area,african_aridity_gradient,hills,hills,grasslands,sparse,cold_arid,fish,P8.10;SOR-AFRICA-FRONTIER,contested,Arid upland non-crop field is represented as sparse rather than continuous grassland.
nemecky_brod,Germania,south_german_region,bohemia_area,germania_upland_forest,plateau,plateau,woods,forest,continental,wild_game,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
neubrandenburg,Germania,north_german_region,mecklenburg_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
neustadt_am_rubenberge,Germania,north_german_region,lower_saxony_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
nice,Rome,france_region,provence_area,mediterranean_cultivation,mountains,mountains,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
nicosia_cyp,Anatolia,anatolia_region,cilicia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
nienburg,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,clay,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
nimes,Rome,france_region,languedoc_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
ningling,China,north_china_region,henan_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,continental,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
ningpu,China,south_china_region,liangjiang_area,asian_rice_lowland,flatland,wetlands,woods,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
non,Steppe,manchuria_region,songnen_area,steppe_forest_mosaic,plateau,plateau,forest,woods,continental,legumes,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
numaniyyah,Iran,crescent_region,iraq_arabi_area,mesopotamian_marsh,wetlands,wetlands,sparse,grasslands,arid,livestock,P12.3;BHR;SCHU-CHA,contested,Lower Tigris-Euphrates wetland proxy; exact installed field extent is approximate.
offenbach,Germania,north_german_region,hesse_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
ohrdruf,Germania,north_german_region,upper_saxony_area,germania_upland_forest,hills,hills,woods,forest,continental,fur,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
oitylo,Rome,balkan_region,morea_area,mediterranean_cultivation,hills,hills,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
oldenburg,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
olite,Rome,iberia_region,navarre_area,iberian_atlantic_mosaic,flatland,flatland,grasslands,woods,oceanic,wool,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
omsk,Steppe,west_siberia_region,omsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,lumber,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
oran,Africa,maghreb_region,algiers_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
osnabruck,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,coal,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
osuna,Rome,iberia_region,andalusia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,olives,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
oxford,Britain,great_britain_region,home_counties_area,atlantic_woodland,flatland,flatland,grasslands,woods,oceanic,medicaments,P8.6;PTO-GEO-II2;NMI-IRON-AGE,contested,Forest-product field restored to Atlantic woodland without claiming closed-canopy coverage.
pandua,India,bengal_region,bengal_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
pangu,Steppe,manchuria_region,middle_amur_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,millet,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
parchim,Germania,north_german_region,mecklenburg_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
parsberg,Germania,south_german_region,franconia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,stone,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
passau,Germania,south_german_region,bavaria_area,germania_upland_forest,hills,hills,woods,forest,continental,fur,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
pegnitz,Germania,south_german_region,franconia_area,germania_central_mosaic,plateau,plateau,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
pegu,Southeast Asia,indochina_region,irrawady_delta_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
pengze,China,east_china_region,jiangxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
pernstejn,Germania,south_german_region,moravia_area,germania_central_mosaic,hills,hills,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
perpignan,Rome,iberia_region,catalonia_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wine,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
pfaffenhofen,Germania,south_german_region,bavaria_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
pinhel,Rome,iberia_region,north_portugal_area,iberian_atlantic_mosaic,plateau,plateau,grasslands,woods,oceanic,livestock,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
pinle,Southeast Asia,indochina_region,irrawady_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
pinneberg,Germania,north_german_region,holstein_area,germania_forest_product,flatland,flatland,grasslands,woods,oceanic,beeswax,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to an open woodland mosaic in ancient Germania.
pirna,Germania,north_german_region,upper_saxony_area,germania_upland_forest,hills,hills,woods,forest,continental,tin,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
pisek,Germania,south_german_region,bohemia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,copper,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
plauen,Germania,north_german_region,upper_saxony_area,germania_upland_forest,plateau,plateau,woods,forest,continental,pearls,P8.7;EURO-REVEALS;BOHEMIAN-POLLEN,contested,Existing central German upland woods receive the denser forest class; this is a coarse canopy presentation rather than a local pollen estimate.
podebrady,Germania,south_german_region,bohemia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,fish,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
polovinnoye,Steppe,west_siberia_region,omsk_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,fur,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
pontedera,Rome,italy_region,tuscany_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,wheat,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
porokotan,Steppe,manchuria_region,lower_amur_area,steppe_forest_mosaic,flatland,flatland,forest,woods,continental,beeswax,P8.8;AES-SOUTH-URAL;RAS-SARGAT-CHRON;ASU-ALTAI-KULAY;ENC-NEEU,contested,Continental flat forest is represented as a forest-steppe woodland mosaic.
portalegre,Rome,iberia_region,south_portugal_area,iberian_wood_pasture_mosaic,hills,hills,sparse,woods,mediterranean,wool,P8.6;EURO-REVEALS;IBERIA-MOLINA,contested,Non-cereal Iberian hill and plateau ground receives an open woodland or wood-pasture mosaic; cereal basins and arid mineral ground remain open.
porto,Rome,iberia_region,north_portugal_area,iberian_atlantic_mosaic,flatland,flatland,grasslands,woods,oceanic,fish,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
potsdam,Germania,north_german_region,brandenburg_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,livestock,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
prenzlau,Germania,north_german_region,brandenburg_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,wool,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
prostejov,Germania,south_german_region,moravia_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
prum,Germania,north_german_region,rhineland_area,germania_dense_woodland,hills,hills,woods,forest,continental,medicaments,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
puebla_de_sanabria,Rome,iberia_region,leon_area,iberian_atlantic_mosaic,plateau,plateau,sparse,woods,oceanic,sand,P8.6;IBERIA-NORTH-POLLEN;IBERIA-MOLINA,contested,Humid Atlantic Iberian non-cereal ground receives a woodland-mosaic presentation while documented upland heath and agricultural openings remain.
purnia,India,bengal_region,mithila_area,asian_rice_lowland,flatland,wetlands,woods,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
pyrzyce,Germania,north_german_region,pomerania_area,germania_central_mosaic,flatland,flatland,grasslands,woods,continental,medicaments,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
qiaokou,China,east_china_region,hunan_area,asian_rice_lowland,flatland,wetlands,woods,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
qiongshan,China,south_china_region,haibei_hainan_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
qishui,China,east_china_region,hubei_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
qixian_tongchuan,China,west_china_region,chuanxi_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,subtropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
quedlinburg,Germania,north_german_region,lower_saxony_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
qusayr,Iran,crescent_region,levant_area,mediterranean_cultivation,flatland,flatland,grasslands,farmland,mediterranean,legumes,P12.1;P12.3;BHR,contested,"Crop-bearing Mediterranean field receives a cultivation presentation, not a yield estimate."
rajim,India,central_india_region,gondwana_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
rauma,Germania,scandinavian_region,nord_norge_area,germania_dense_woodland,mountains,mountains,woods,forest,arctic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
recklinghausen,Germania,north_german_region,westphalia_area,germania_central_mosaic,flatland,flatland,grasslands,woods,oceanic,sand,P8.7;EURO-REVEALS;NORTH-EURO-POLLEN,contested,Central German grassland field restored to a predominantly wooded Barbaricum mosaic; crop clearings and coastal or river wetlands remain open.
redhakhol,India,bengal_region,orissa_area,asian_rice_lowland,flatland,wetlands,grasslands,farmland,tropical,rice,P8.3;P8.4;CAH-XI;BHR,contested,Rice-bearing warm flatland represents managed alluvial or lowland cultivation.
remscheid,Germania,north_german_region,rhineland_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
rendsburg,Germania,north_german_region,holstein_area,germania_dense_woodland,flatland,flatland,woods,forest,oceanic,wild_game,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
resko,Germania,north_german_region,pomerania_area,germania_dense_woodland,flatland,flatland,woods,forest,continental,lumber,P8.7;TAC-GER;STR-GER,contested,Forest-product field restored to denser ancient Germanic woodland.
