location,tag,region,topography,vegetation,climate,natural_harbor_suitability,installed_good,ad1_good,decision,source,confidence,note
tiripetio,WMS,Mesoamerica,mountains,forest,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tirkong,TIB,Central Asia,mountains,forest,continental,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tirschenreuth,NAR,Germania,plateau,woods,continental,,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiruccirapalli,CIN,India,flatland,forest,arid,,incense,medicaments,regional_rule,P12.1,secure,Frankincense and myrrh are localized to Arabia Felix and the Horn
tirukoilur,CIN,India,flatland,jungle,tropical,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tirunelveli,CIN,India,flatland,farmland,tropical,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tirupati,SAT,India,hills,jungle,tropical,,cotton,cotton,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiruppur,CIN,India,flatland,forest,tropical,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiruvannamalai,CIN,India,flatland,jungle,tropical,,ivory,ivory,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tissamaharama,ANU,Lanka,flatland,jungle,tropical,0.00,pepper,medicaments,regional_rule,P12.1,secure,Pepper is localized to the Malabar proxy region
tissemsilt,BER,Africa,plateau,grasslands,cold_arid,,cotton,fiber_crops,environment_rule,P12.1;PER,contested,"Cotton is removed from arctic, cold-arid, and cool-oceanic templates."
tissint,MAU,Africa,hills,sparse,arid,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tit,MAU,Africa,flatland,grasslands,mediterranean,0.00,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
titel,IAZ,Danube,wetlands,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
titsimin,MAY,Mesoamerica,flatland,grasslands,tropical,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tivaouane,SNG,West Africa,flatland,farmland,arid,0.00,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiveden,GTL,Germania,flatland,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tivoli,ROM,Rome,hills,farmland,mediterranean,,marble,marble,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiwanaku,TIW,Andes,plateau,grasslands,cold_arid,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tixchel,MAY,Mesoamerica,wetlands,jungle,tropical,0.00,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tixi,HAN,China,mountains,forest,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tixmul,MAY,Mesoamerica,wetlands,jungle,tropical,0.00,cocoa,cocoa,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tixtla,MSS,Mesoamerica,mountains,forest,tropical,,cotton,cotton,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiyuh_tuha,MAL,Southeast Asia,flatland,jungle,tropical,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tizatlan,MSS,Mesoamerica,hills,grasslands,oceanic,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tizgane,MAU,Africa,mountains,woods,mediterranean,0.00,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tiznit,MAU,Africa,flatland,grasslands,arid,0.00,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tizounine,MAU,Africa,hills,sparse,arid,,lead,lead,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tjust,GTL,Germania,flatland,woods,continental,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlacalahuastla,WMS,Mesoamerica,hills,forest,tropical,0.60,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlachco,WMS,Mesoamerica,mountains,forest,tropical,,silver,silver,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlachquiauhco,ZAP,Mesoamerica,mountains,forest,continental,,chili,chili,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlacolula,ZAP,Mesoamerica,plateau,forest,arid,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlacopan,MSS,Mesoamerica,plateau,grasslands,continental,,chili,chili,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlacotlalpan,EPI,Mesoamerica,wetlands,jungle,tropical,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlalpan,WMS,Mesoamerica,mountains,forest,continental,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlamazolan,WMS,Mesoamerica,mountains,forest,continental,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlapacoya,MSS,Mesoamerica,mountains,forest,continental,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlapacoyan,MSS,Mesoamerica,flatland,jungle,subtropical,,cocoa,cocoa,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlapan,MSS,Mesoamerica,mountains,forest,tropical,,gems,gems,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlatlauquitepec,MSS,Mesoamerica,mountains,forest,oceanic,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlayolan,WMS,Mesoamerica,plateau,forest,subtropical,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlazazalca,WMS,Mesoamerica,hills,forest,continental,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlazcozauhtitlan,MSS,Mesoamerica,mountains,forest,tropical,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tlemcen,MAU,Africa,hills,grasslands,mediterranean,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tmimi,ROM,Rome,flatland,sparse,arid,0.00,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tmogvi,CAU,Caucasus,hills,grasslands,continental,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tobolsk,UGR,Finland,wetlands,forest,arctic,,fur,fur,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tobruk,ROM,Rome,flatland,sparse,arid,1.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tochpan,WMS,Mesoamerica,plateau,forest,tropical,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tochtepec,EPI,Mesoamerica,flatland,jungle,tropical,,cocoa,cocoa,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
todgha,MAU,Africa,plateau,sparse,arid,,goods_gold,goods_gold,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
todi,ROM,Rome,hills,grasslands,subtropical,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toek_khmau,KHM,Southeast Asia,wetlands,jungle,tropical,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tofte,NNR,Germania,mountains,forest,arctic,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toggenburg,ROM,Rome,hills,woods,continental,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tojo,INS,Southeast Asia,mountains,jungle,tropical,0.00,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tok,MNC,Steppe,hills,woods,continental,,fur,fur,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tokat,CAP,Anatolia,plateau,forest,continental,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tokchen,TIB,Central Asia,plateau,sparse,arctic,,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toki,EHW,Japan,flatland,woods,subtropical,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tokkuzak,OAS,Central Asia,plateau,desert,cold_arid,,cotton,fiber_crops,environment_rule,P12.1;PER,contested,"Cotton is removed from arctic, cold-arid, and cool-oceanic templates."
tokkuztara,WSN,Central Asia,plateau,grasslands,cold_arid,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tokmak,ROX,Pontic,flatland,grasslands,cold_arid,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tokrau,OAS,Central Asia,plateau,grasslands,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toksovo,PLH,Eastern Europe,flatland,woods,continental,,fur,fur,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toksun,OAS,Central Asia,hills,desert,cold_arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toledo,ROM,Rome,plateau,grasslands,cold_arid,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tolekskoe,WSN,Central Asia,flatland,grasslands,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tolga,MUS,Africa,flatland,sparse,arid,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toli,WSN,Central Asia,hills,grasslands,cold_arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toli_toli,INS,Southeast Asia,hills,jungle,tropical,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toling,TIB,Central Asia,hills,desert,continental,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tollan,MSS,Mesoamerica,plateau,sparse,continental,,gems,gems,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tollantzinco,MSS,Mesoamerica,hills,forest,continental,,gems,gems,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tollohcan,WMS,Mesoamerica,plateau,woods,continental,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tolmezzo,ROM,Rome,mountains,forest,continental,,copper,copper,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tolmin,ROM,Rome,mountains,forest,continental,,mercury,mercury,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tolna,DAC,Danube,wetlands,grasslands,continental,,wine,fruit,regional_rule,P12.1;PER,contested,Grape-wine production is restricted to documented Mediterranean West Asian and Central Asian cultivation zones
tolosa,ROM,Rome,hills,woods,oceanic,0.50,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tolz,NAR,Germania,hills,forest,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tom,MNC,Steppe,flatland,woods,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomakivka,ROX,Pontic,flatland,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomar,ROM,Rome,flatland,grasslands,oceanic,,fiber_crops,fiber_crops,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomarza,CAP,Anatolia,plateau,forest,cold_arid,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomata,KBI,Japan,hills,forest,continental,,iron,iron,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomatlan,WMS,Mesoamerica,flatland,woods,tropical,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tome,OHW,Japan,flatland,grasslands,continental,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomelloso,ROM,Rome,plateau,grasslands,cold_arid,,wine,fruit,environment_rule,P12.1;PER,contested,"Grape-wine cultivation is removed from arctic, cold-arid, and tropical templates."
tomini,INS,Southeast Asia,hills,jungle,tropical,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tomsk,KUL,Steppe,flatland,forest,arctic,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonala,WMS,Mesoamerica,plateau,forest,subtropical,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonala_chiapas,MSS,Mesoamerica,flatland,forest,tropical,0.00,cotton,cotton,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonala_coatzacoalco,EPI,Mesoamerica,flatland,jungle,tropical,0.00,cocoa,cocoa,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonameca,ZAP,Mesoamerica,hills,forest,tropical,0.00,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonami,HOK,Japan,flatland,woods,continental,,saltpeter,salt,regional_rule,P12.1,contested,Saltpeter is removed from the pre-gunpowder raw-material layer
tonbridge,BRT,Britain,flatland,forest,oceanic,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonder,RDN,Germania,wetlands,grasslands,oceanic,0.00,sand,sand,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tondibi,MNG,West Africa,flatland,desert,arid,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tondo,PHL,Southeast Asia,wetlands,farmland,tropical,0.75,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tone,EHW,Japan,mountains,forest,continental,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonekabon,PAR,Iran,flatland,forest,mediterranean,0.00,sugar,fiber_crops,regional_rule,P12.1,contested,Sugar remains rare in India and Southeast Asia only
tong_talun,BOR,Southeast Asia,flatland,jungle,tropical,0.00,pearls,pearls,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongan,HAN,China,flatland,farmland,subtropical,0.40,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongan_lijiang,HAN,China,mountains,woods,continental,,silk,silk,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongatapu,TON,Oceania,flatland,jungle,tropical,0.00,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongbai,HAN,China,hills,grasslands,subtropical,,goods_gold,goods_gold,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongcheng_anqing,HAN,China,flatland,woods,subtropical,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongcheng_wuchang,HAN,China,flatland,farmland,subtropical,,tea,tea,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongcheon,GOG,Korea,flatland,grasslands,continental,0.00,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongchuan_dazhou,HAN,China,hills,woods,subtropical,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongdao,HAN,China,mountains,forest,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongdao_rongzhou,HAN,China,mountains,forest,subtropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongdi,HAN,China,plateau,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonggu,HAN,China,mountains,forest,subtropical,,fur,fur,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonggu_liping,HAN,China,hills,forest,subtropical,,sand,sand,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongguan_tongchuan,HAN,China,hills,woods,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongguan_yuanjiang,HAN,China,mountains,forest,subtropical,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonghai,HAN,China,plateau,grasslands,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongjiang,HAN,China,mountains,forest,subtropical,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongle,HAN,China,mountains,jungle,subtropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongliang,HAN,China,flatland,grasslands,subtropical,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongliao,WHU,Steppe,flatland,grasslands,continental,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongling,HAN,China,hills,grasslands,subtropical,,copper,copper,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonglu,HAN,China,hills,forest,subtropical,,rice,rice,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongren,HAN,China,hills,woods,subtropical,,mercury,mercury,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongshan,HAN,China,hills,grasslands,subtropical,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongue,SME,Britain,wetlands,sparse,oceanic,0.25,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongwancheng,HAN,China,plateau,sparse,cold_arid,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongwei,HAN,China,mountains,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongxu,HAN,China,flatland,grasslands,subtropical,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tongzhou,HAN,China,flatland,grasslands,cold_arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonle_kong,KHM,Southeast Asia,flatland,forest,tropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonnerre,ROM,Rome,flatland,woods,oceanic,,beeswax,beeswax,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonsberg,SNR,Germania,flatland,woods,continental,0.00,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
tonshayevo,UVF,Finland,flatland,forest,continental,,wild_game,wild_game,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toolse,ETG,Baltic,wetlands,forest,continental,0.00,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
topos,MAL,Southeast Asia,flatland,jungle,tropical,0.00,fish,fish,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
toraja,INS,Southeast Asia,mountains,jungle,tropical,,lumber,lumber,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torbat_e_jam,PAR,Iran,plateau,desert,cold_arid,,silk,fiber_crops,regional_rule,P12.1,secure,Silk sericulture remains a Chinese near-monopoly in the covered era
tordesillas,ROM,Rome,plateau,farmland,cold_arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
torgau,HER,Germania,flatland,grasslands,oceanic,,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
