design_tag,engine_tag,name,kind,technical_rank,government_context,presentation_class,display_rank,ruler_title,source,confidence,note
BLR,BLR,Upper Dnieper-Dvina Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,AWE-DNIEPER-DVINA,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NEM,XFK,Upper Neman Striated Pottery Group,sop,rank_county,tribe,people,People,Leader/Leader,LIT-NEMAN-STRIATED,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ZRB,ZRB,Zarubintsy Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RAS-ZAR;P8.7;CAH-XI,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PDL,PDL,Podolian Lipița Group,sop,rank_county,tribe,people,People,Leader/Leader,AAC-LIPITA;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RLG,RLG,Red-Ruthenian Lipița Group,sop,rank_county,tribe,people,People,Leader/Leader,AAC-LIPITA;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
DNP,DNP,Desna Zarubintsy Group,sop,rank_county,tribe,people,People,Leader/Leader,RAS-ZAR;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RBD,RBD,Right-Bank Zarubintsy Group,sop,rank_county,tribe,people,People,Leader/Leader,RAS-ZAR;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LBD,LBD,Left-Bank Zarubintsy Group,sop,rank_county,tribe,people,People,Leader/Leader,RAS-ZAR;P8.7,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KRL,XEF,Ladoga Early Iron-Age Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,GERMANIA-NEVA,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PRM,XEG,Middle Kama Glyadenovo Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,BSE-GLYADENOVO;PAR-PER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VYP,VYP,Vyatka Pyanobor Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ENC-NEEU;PAR-PER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VLF,VLF,Lower Kama Pyanobor Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ENC-NEEU;PAR-PER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SUG,SUG,Kara-Abyz Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,AES-SOUTH-URAL,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SMY,SMY,Dzhudzhydyag Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ENC-NEEU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SRG,XEH,Omsk-Ishim Sargat Culture,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RAS-SAR;RAS-SARGAT-CHRON;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AKL,AKL,Forest-Steppe Altai Kulay Group,sop,rank_county,tribe,people,People,Leader/Leader,ASU-ALTAI-KULAY,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ALT,XFL,Altai Xiongnu-Contact Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,ACSS-ALTAI-XIONGNU,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KUL,KUL,Kulay Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,TOM-KUL;P8.8,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UGR,UGR,Lower Irtysh Kulay Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,TOM-KUL;BSE-UST-POLUY,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
HOK,HOK,Hokuriku Wa Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;ISIJ-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SHK,XEI,Shikoku Wa Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;ISIJ-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
OHW,OHW,Northern Honshu Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
RYS,RYS,Ryukyu Shell-Midden Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,RYU-ARC;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KYU,KYU,Northern Kyushu Wa Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;ISIJ-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
IZM,IZM,Izumo Wa Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;ISIJ-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KBI,KBI,Kibi Wa Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;ISIJ-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
TKW,TKW,Tokai Wa Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
EHW,EHW,Eastern Honshu Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-YAY;P8.3,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NOK,NOK,Late Nok Horizon,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,JAA-NOK;OUP-NOK;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LCH,LCH,Lake Chad Basin Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,CAM-DAI;OUP-CHAD;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MNG,XEJ,Middle Niger Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,CAM-MLR;MET-IND;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
WGD,WGD,Western Sahel Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,CAM-MLR;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VLT,XEK,Volta Basin Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,MET-IRON;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SNG,XEL,Senegambian Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,CAM-MLR;MET-IRON;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AKF,AKF,Akan Forest Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,MET-IRON;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
LNC,XEM,Lower Niger Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,MET-IRON;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GUR,XEN,Gur Iron-Age Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,MET-IRON;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MUP,MUP,Mande Upland Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,CAM-MLR;MET-IRON;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
AIR,XEO,Air Massif Communities,sop,rank_county,tribe,communities,Lands,Spokesperson/Spokesperson,CAM-DAI;P8.5,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
GTL,GTL,Gutae,sop,rank_county,tribe,people,People,Leader/Leader,PTO-GEO-II11;OCD-GER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SKN,XEP,Chaedini,sop,rank_county,tribe,people,People,Leader/Leader,PTO-GEO-II11;OCD-GER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SNR,SNR,Dauciones,sop,rank_county,tribe,people,People,Leader/Leader,PTO-GEO-II11;OCD-GER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NNR,NNR,Hilleviones,sop,rank_county,tribe,people,People,Leader/Leader,PLN-NH-IV96;OCD-GER,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
TND,XDN,Tondai-Kanchi Polity,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,UNESCO-KANCHI;CAM-TAMIL-MERCHANTS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ATY,ATY,Atiyaman of Tagadur,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,JRAS-SATIYAPUTRA;CAM-TAMIL-MERCHANTS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UJJ,XGD,Ujjayini Urban Polity,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,CAH-INDUS;JRAS-VEDISA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
VDS,VDS,Vedisa Urban Polity,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,JRAS-VEDISA;CAH-INDUS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CED,CED,Chedi Janapada,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,CAH-INDUS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
NVM,NVM,Narmada-Vindhya Megalithic Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-CENTRAL-INDIA-MEGALITHS;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BGL,XGE,Son-Vindhya Iron-Age Networks,sop,rank_county,tribe,people,People,Leader/Leader,INFLIB-EARLY-HISTORIC;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
DKS,DKS,Dakshina Kosala,country,rank_kingdom,monarchy,realm,Realm,Ruler/Ruler,INFLIB-DAKSHINA-KOSALA;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
BSR,BSR,Bastar Megalithic Networks,sop,rank_county,tribe,people,People,Leader/Leader,INFLIB-EARLY-HISTORIC;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
MLD,MLD,Maldivian Atoll Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-MALDIVES;P8.4,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
ARK,XDQ,Arakan Littoral Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-ARAKAN-BOUNDARY;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SHY,SHY,Sa Huynh Coastal Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-SAH;VASS-SAH;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
CHG,XGF,Central Vietnamese Highland Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-SAH;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KCN,XGG,Patkai-Upper Irrawaddy Highland Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-MYANMAR-CHRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UIR,UIR,Upper Irrawaddy Corridor Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-MYANMAR-CHRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
PWB,PWB,Ping-Wang Basin Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-SEA-IRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KIB,KIB,Kok-Ing-Nan Basin Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-SEA-IRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
UMK,UMK,Upper Mekong Upland Networks,sop,rank_county,tribe,people,People,Leader/Leader,UNESCO-JARS;ANT-NLAOS;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
USH,USH,Upper Salween-Shweli Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-MYANMAR-CHRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
KGT,KGT,Kengtung Basin Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-SEA-IRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
SSH,XGH,Southern Plateau Corridor Networks,sop,rank_county,tribe,people,People,Leader/Leader,CAM-MYANMAR-CHRON;P8.9,contested,Numeric rank retained for engine balance; explicit flavor resolver prevents medieval raw-rank presentation.
