profile,law,theme,category,law_name,law_description,option,stance,option_name,option_description,modifiers,estate_preferences,starting,source,confidence,boundary
northern,antq_s2_northern_muster_law,muster,military,Northern Forest-and-River Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Northern Forest-and-River political sphere.",antq_s2_northern_muster_mediated,mediated,Hillfort Council Retinue Service,Elite retinues improve cohesion and morale while narrowing the military base.,land_morale_modifier=0.02|global_levy_size_modifier=-0.025|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_muster_law,muster,military,Northern Forest-and-River Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the Northern Forest-and-River political sphere.",antq_s2_northern_muster_local,local,Household Round Community Muster,A broad seasonal muster supplies numbers quickly but sacrifices some battlefield efficiency.,global_levy_recruitment_speed_modifier=0.10|levy_combat_efficiency_modifier=-0.04|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_local_rule_law,local_rule,administrative,Northern Forest-and-River Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Northern Forest-and-River political sphere.",antq_s2_northern_local_rule_central,central,Retinue Custody Appointed Officers,Appointed officers improve coordination and control but strengthen the center.,country_cabinet_efficiency=0.04|global_monthly_control=0.015|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_local_rule_law,local_rule,administrative,Northern Forest-and-River Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Northern Forest-and-River political sphere.",antq_s2_northern_local_rule_mediated,mediated,Hillfort Council Mediated Councils,Intermediary councils improve cabinet throughput while preserving negotiated authority.,legislative_efficiency=0.04|stability_cost_efficiency=0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_local_rule_law,local_rule,administrative,Northern Forest-and-River Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the Northern Forest-and-River political sphere.",antq_s2_northern_local_rule_local,local,Household Round Local Custody,Local custody lowers resistance and administrative reach together.,pop_join_rebel_threshold=-0.02|global_max_rural_control=-0.025|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_cult_law,cult,religious,Northern Forest-and-River Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Northern Forest-and-River political sphere.",antq_s2_northern_cult_central,central,Retinue Custody Public Rite,"The central authority sponsors public rites, strengthening religious administration but narrowing plural practice.",global_pop_conversion_speed_modifier=0.08|tolerance_heathen=-1|global_nobles_estate_power=0.02,crown_estate|clergy_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_cult_law,cult,religious,Northern Forest-and-River Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Northern Forest-and-River political sphere.",antq_s2_northern_cult_mediated,mediated,Hillfort Council Collegiate Custody,Recognized colleges and sanctuaries share ritual custody and stabilize elite bargains.,clergy_estate_target_satisfaction=small_permanent_target_satisfaction|stability_cost_efficiency=0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,clergy_estate|nobles_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_cult_law,cult,religious,Northern Forest-and-River Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the Northern Forest-and-River political sphere.",antq_s2_northern_cult_local,local,Household Round Local Observance,Local observance broadens toleration while reducing the reach of an official cult.,tolerance_heathen=1|global_pop_conversion_speed_modifier=-0.05|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,tribes_estate|peasants_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_household_law,household,socioeconomic,Northern Forest-and-River Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Northern Forest-and-River political sphere.",antq_s2_northern_household_central,central,Retinue Custody Recorded Succession,Recorded succession eases state integration but places family affairs under official scrutiny.,global_integration_speed_modifier=0.035|monthly_towards_centralization=societal_value_minor_monthly_move|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_household_law,household,socioeconomic,Northern Forest-and-River Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Northern Forest-and-River political sphere.",antq_s2_northern_household_mediated,mediated,Hillfort Council Lineage Arbitration,"Lineages arbitrate inheritance disputes, preserving elite consent at a cost to central uniformity.",nobles_estate_target_satisfaction=tiny_permanent_target_satisfaction|global_monthly_control=-0.005|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_household_law,household,socioeconomic,Northern Forest-and-River Household and Inheritance,"Defines household succession, guardianship, property transmission, and kin obligation within the Northern Forest-and-River political sphere.",antq_s2_northern_household_local,local,Household Round Household Custom,Household custom protects local practice and mobility while weakening predictable assessment.,global_pop_assimilation_speed_modifier=0.01|peasants_estate_max_tax=-0.015|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_commerce_law,commerce,socioeconomic,Northern Forest-and-River Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Northern Forest-and-River political sphere.",antq_s2_northern_commerce_central,central,Retinue Custody Public Toll Schedule,Published toll schedules improve route revenue and enforcement but privilege official channels.,global_trade_through_owned_territory_efficiency=0.06|global_monthly_control=0.01|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_commerce_law,commerce,socioeconomic,Northern Forest-and-River Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Northern Forest-and-River political sphere.",antq_s2_northern_commerce_mediated,mediated,Hillfort Council Merchant Arbitration,Merchant arbitration improves production and exchange while increasing urban political weight.,global_production_efficiency=0.03|global_burghers_estate_power=0.04|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_commerce_law,commerce,socioeconomic,Northern Forest-and-River Commerce and Market Conduct,"Defines safe conduct, tolls, market oversight, and the standing of merchants within the Northern Forest-and-River political sphere.",antq_s2_northern_commerce_local,local,Household Round Open Local Exchange,Open local exchange reduces barriers and strengthens communities at the expense of central receipts.,global_trade_through_owned_territory_efficiency=0.03|burghers_estate_max_tax=-0.02|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_coinage_law,coinage,socioeconomic,Northern Forest-and-River Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Northern Forest-and-River political sphere.",antq_s2_northern_coinage_central,central,Retinue Custody Official Standard,An official standard increases mint receipts but makes price stability depend on central restraint.,minting_income_factor=0.10|minting_inflation_threshold=-0.01|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_coinage_law,coinage,socioeconomic,Northern Forest-and-River Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Northern Forest-and-River political sphere.",antq_s2_northern_coinage_mediated,mediated,Hillfort Council Multiple Civic Issues,Several recognized issues support commerce while sharing monetary authority with urban elites.,minting_income_factor=0.06|global_burghers_estate_power=0.04|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_coinage_law,coinage,socioeconomic,Northern Forest-and-River Coinage and Standards,"Defines mint authority, accepted standards, weighed media, and seigniorage within the Northern Forest-and-River political sphere.",antq_s2_northern_coinage_local,local,Household Round Weighed Exchange,Weighed and customary exchange is flexible but yields less direct mint revenue.,minting_income_factor=0.025|stability_cost_efficiency=0.02|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,tribes_estate|peasants_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_courts_law,courts,administrative,Northern Forest-and-River Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Northern Forest-and-River political sphere.",antq_s2_northern_courts_central,central,Retinue Custody Central Appeal,A central appeal improves consistency and state control but increases administrative load.,legislative_efficiency=0.04|country_cabinet_efficiency=-0.015|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_courts_law,courts,administrative,Northern Forest-and-River Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Northern Forest-and-River political sphere.",antq_s2_northern_courts_mediated,mediated,Hillfort Council Collegiate Judgment,Collegiate judgment balances elite interests and lowers the political cost of legislation.,stability_cost_efficiency=0.035|global_nobles_estate_power=0.025|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|clergy_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_courts_law,courts,administrative,Northern Forest-and-River Courts and Petition,"Defines the hearing of disputes, appeals, testimony, and petitions within the Northern Forest-and-River political sphere.",antq_s2_northern_courts_local,local,Household Round Local Composition,Local composition resolves disputes accessibly while limiting uniform precedent.,pop_join_rebel_threshold=-0.015|global_monthly_control=-0.01|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_offices_law,offices,administrative,Northern Forest-and-River Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Northern Forest-and-River political sphere.",antq_s2_northern_offices_central,central,Retinue Custody Direct Appointment,Direct appointment makes staffing faster but concentrates office in the ruler's hands.,set_cabinet_member_cost_modifier=-0.10|global_crown_estate_power=0.04|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_offices_law,offices,administrative,Northern Forest-and-River Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Northern Forest-and-River political sphere.",antq_s2_northern_offices_mediated,mediated,Hillfort Council Rotating Office,Rotation broadens access and improves deliberation while making replacement less predictable.,country_cabinet_efficiency=0.03|replace_cabinet_member_cost_modifier=-0.05|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_offices_law,offices,administrative,Northern Forest-and-River Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Northern Forest-and-River political sphere.",antq_s2_northern_offices_local,local,Household Round Patron-Nominated Office,Patron nomination secures elite cooperation but makes office-holders costly to dislodge.,replace_cabinet_member_cost_modifier=0.15|global_nobles_estate_power=0.04|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,nobles_estate|peasants_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_migration_law,migration,administrative,Northern Forest-and-River Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Northern Forest-and-River political sphere.",antq_s2_northern_migration_central,central,Retinue Custody Directed Settlement,Directed settlement accelerates incorporation and control but privileges central priorities.,global_pop_assimilation_speed_modifier=0.02|global_monthly_control=0.01|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_migration_law,migration,administrative,Northern Forest-and-River Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Northern Forest-and-River political sphere.",antq_s2_northern_migration_mediated,mediated,Hillfort Council Sponsored Communities,"Recognized communities sponsor newcomers, balancing integration with corporate autonomy.",global_integration_speed_modifier=0.025|global_burghers_estate_power=0.025|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_migration_law,migration,administrative,Northern Forest-and-River Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Northern Forest-and-River political sphere.",antq_s2_northern_migration_local,local,Household Round Negotiated Passage,Negotiated passage reduces cultural friction while leaving migration weakly supervised.,tolerance_heathen=1|global_pop_assimilation_speed_modifier=-0.01|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_external_law,external,administrative,"Northern Forest-and-River Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Northern Forest-and-River political sphere.",antq_s2_northern_external_central,central,Retinue Custody Central Envoys,Central envoys improve diplomatic standing but demand sustained court resources.,diplomatic_reputation=1|country_cabinet_efficiency=-0.01|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_external_law,external,administrative,"Northern Forest-and-River Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Northern Forest-and-River political sphere.",antq_s2_northern_external_mediated,mediated,Hillfort Council Client Mediation,Client mediation strengthens subordinate loyalty while empowering intermediary rulers.,subject_loyalty=5|global_nobles_estate_power=0.03|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_external_law,external,administrative,"Northern Forest-and-River Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Northern Forest-and-River political sphere.",antq_s2_northern_external_local,local,Household Round Reciprocal Compacts,Reciprocal compacts broaden diplomatic capacity but bind the center to negotiated obligations.,diplomatic_capacity_modifier=0.05|monthly_towards_outward=societal_value_minor_monthly_move|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,burghers_estate|tribes_estate|peasants_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
african,antq_s2_african_status_law,status,socioeconomic,African Royal-and-Community Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the African Royal-and-Community political sphere.,antq_s2_african_status_central,central,Royal Household Status Register,A central register defines protected status efficiently but concentrates political authority.,global_integration_speed_modifier=0.06|global_pop_assimilation_speed_modifier=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_status_law,status,socioeconomic,African Royal-and-Community Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the African Royal-and-Community political sphere.,antq_s2_african_status_mediated,mediated,Market-and-Sanctuary Council Graduated Standing,"Recognized communities mediate several grades of status, trading speed for accommodation.",global_integration_speed_modifier=0.03|pop_join_rebel_threshold=-0.01|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_status_law,status,socioeconomic,African Royal-and-Community Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the African Royal-and-Community political sphere.,antq_s2_african_status_local,local,Community Compact Local Admission,"Local bodies admit households flexibly, easing friction while weakening uniform administration.",global_pop_assimilation_speed_modifier=0.025|global_monthly_control=-0.01|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_dependent_labor_law,dependent_labor,socioeconomic,African Royal-and-Community Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the African Royal-and-Community political sphere.",antq_s2_african_dependent_labor_central,central,Royal Household Recorded Obligations,"Officials record dependent obligations and taxable releases, improving oversight at social cost.",peasants_estate_max_tax=0.03|pop_join_rebel_threshold=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate|nobles_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_dependent_labor_law,dependent_labor,socioeconomic,African Royal-and-Community Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the African Royal-and-Community political sphere.",antq_s2_african_dependent_labor_mediated,mediated,Market-and-Sanctuary Council Protected Manumission,Protected routes to release improve incorporation while reducing elite extraction.,global_pop_assimilation_speed_modifier=0.02|nobles_estate_max_tax=-0.02|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,peasants_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_dependent_labor_law,dependent_labor,socioeconomic,African Royal-and-Community Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the African Royal-and-Community political sphere.",antq_s2_african_dependent_labor_local,local,Community Compact Household Dependence,"Households regulate dependency locally, lowering provisioning burdens but entrenching private power.",global_pop_food_consumption=-0.01|peasants_estate_max_tax=0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_revenue_law,revenue,administrative,African Royal-and-Community Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the African Royal-and-Community political sphere.,antq_s2_african_revenue_central,central,Royal Household Assessed Registers,Regular assessment improves extraction and control but enlarges the central administrative burden.,peasants_estate_max_tax=0.04|global_monthly_control=0.015|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_revenue_law,revenue,administrative,African Royal-and-Community Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the African Royal-and-Community political sphere.,antq_s2_african_revenue_mediated,mediated,Market-and-Sanctuary Council Negotiated Quotas,"Councils bargain fixed contributions, supporting legitimacy at the expense of maximum revenue.",burghers_estate_max_tax=0.025|stability_cost_efficiency=0.025|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate|nobles_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_revenue_law,revenue,administrative,African Royal-and-Community Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the African Royal-and-Community political sphere.,antq_s2_african_revenue_local,local,Community Compact In-Kind Contributions,"Communities meet obligations in kind, sustaining production while leaving more local discretion.",global_production_efficiency=0.025|monthly_towards_decentralization=societal_value_minor_monthly_move|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_land_law,land,socioeconomic,African Royal-and-Community Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the African Royal-and-Community political sphere.",antq_s2_african_land_central,central,Royal Household Surveyed Allotments,Surveyed allotments support control and predictable dues but privilege central claims.,global_max_rural_control=0.03|global_monthly_control=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_land_law,land,socioeconomic,African Royal-and-Community Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the African Royal-and-Community political sphere.",antq_s2_african_land_mediated,mediated,Market-and-Sanctuary Council Estate Stewardship,Leading estates organize cultivation efficiently while increasing aristocratic leverage.,global_monthly_food_modifier=0.025|global_nobles_estate_power=0.04|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_land_law,land,socioeconomic,African Royal-and-Community Land Tenure and Agrarian Duty,"Defines access to land, agrarian dues, and collective maintenance within the African Royal-and-Community political sphere.",antq_s2_african_land_local,local,Community Compact Communal Tenure,Communal tenure protects subsistence and local resilience while limiting direct control.,global_pop_food_consumption=-0.01|global_max_rural_control=-0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_muster_law,muster,military,African Royal-and-Community Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the African Royal-and-Community political sphere.",antq_s2_african_muster_central,central,Royal Household Registered Service,Registered service raises dependable forces but increases administrative and social pressure.,global_levy_size_modifier=0.075|global_levy_recruitment_speed_modifier=-0.05|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_muster_law,muster,military,African Royal-and-Community Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the African Royal-and-Community political sphere.",antq_s2_african_muster_mediated,mediated,Market-and-Sanctuary Council Retinue Service,Elite retinues improve cohesion and morale while narrowing the military base.,land_morale_modifier=0.02|global_levy_size_modifier=-0.025|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_muster_law,muster,military,African Royal-and-Community Military Service and Muster,"Defines who serves, for how long, and through which public or household obligation within the African Royal-and-Community political sphere.",antq_s2_african_muster_local,local,Community Compact Community Muster,A broad seasonal muster supplies numbers quickly but sacrifices some battlefield efficiency.,global_levy_recruitment_speed_modifier=0.10|levy_combat_efficiency_modifier=-0.04|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_local_rule_law,local_rule,administrative,African Royal-and-Community Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the African Royal-and-Community political sphere.",antq_s2_african_local_rule_central,central,Royal Household Appointed Officers,Appointed officers improve coordination and control but strengthen the center.,country_cabinet_efficiency=0.04|global_monthly_control=0.015|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_local_rule_law,local_rule,administrative,African Royal-and-Community Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the African Royal-and-Community political sphere.",antq_s2_african_local_rule_mediated,mediated,Market-and-Sanctuary Council Mediated Councils,Intermediary councils improve cabinet throughput while preserving negotiated authority.,legislative_efficiency=0.04|stability_cost_efficiency=0.02|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_local_rule_law,local_rule,administrative,African Royal-and-Community Local and Provincial Rule,"Defines the balance among central officers, intermediary councils, and local communities within the African Royal-and-Community political sphere.",antq_s2_african_local_rule_local,local,Community Compact Local Custody,Local custody lowers resistance and administrative reach together.,pop_join_rebel_threshold=-0.02|global_max_rural_control=-0.025|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_cult_law,cult,religious,African Royal-and-Community Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the African Royal-and-Community political sphere.",antq_s2_african_cult_central,central,Royal Household Public Rite,"The central authority sponsors public rites, strengthening religious administration but narrowing plural practice.",global_pop_conversion_speed_modifier=0.08|tolerance_heathen=-1|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate|clergy_estate,no,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
african,antq_s2_african_cult_law,cult,religious,African Royal-and-Community Public Cult and Ritual Custody,"Defines who maintains public rites, sanctuaries, vows, and tolerated local observances within the African Royal-and-Community political sphere.",antq_s2_african_cult_mediated,mediated,Market-and-Sanctuary Council Collegiate Custody,Recognized colleges and sanctuaries share ritual custody and stabilize elite bargains.,clergy_estate_target_satisfaction=small_permanent_target_satisfaction|stability_cost_efficiency=0.02|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,clergy_estate|nobles_estate|burghers_estate,yes,P8.5;P11;P13;CAH-XI,contested,"Provides varied royal, urban, pastoral, and community choices without turning archaeological horizons into centralized states."
